Pharmacy-Name,Phone,Credential,Location,Address,City,State,Zip,CredentialId
BIG Y PHARMACY #73,(860) 896-0264,PCY.0002041,"135 WEST ROAD
CT 06029
(41.888295, -72.463741)",135 WEST ROAD,ELLINGTON,CT,06029,431881
BIG Y PHARMACY #61,(860) 445-7719,PCY.0001203,"995 POQUONNOCK ROAD
CT 06340
(41.346324, -72.048843)",995 POQUONNOCK ROAD,GROTON,CT,06340,38224
BIG Y PHARMACY #60,860-623-1407,PCY.0001788,"67 PROSPECT HILL RD
CT 06088-3605
(41.921132, -72.607761)",67 PROSPECT HILL RD,EAST WINDSOR,CT,06088-3605,285801
BIG Y  PHARMACY #56,(860) 354-5554,PCY.0002160,"1 KENT RD
CT 06776-3405
(41.575324, -73.41912)",1 KENT RD,NEW MILFORD,CT,06776-3405,911596
BIG Y PHARMACY #5,(860) 536-5835,PCY.0001647,"79 STONINGTON RD
CT 06355-2931
(41.344565, -71.951223)",79 STONINGTON RD,MYSTIC,CT,06355-2931,187702
BIG Y PHARMACY #45,(860) 645-7140,PCY.0001839,"234 TOLLAND TPKE
CT 06042-1744
(41.810929, -72.5153)",234 TOLLAND TPKE,MANCHESTER,CT,06042-1744,342845
BIG Y PHARMACY #34,,PCY.0001863,"141 B Storrs Road
CT 06250
(41.738153, -72.198173)",141 B Storrs Road,Mansfield Center,CT,06250,363902
BIG Y PHARMACY #32,(203) 729-4124,PCY.0002193,"85 BRIDGE ST
CT 06770-2812
(41.501542, -73.051563)",85 BRIDGE ST,NAUGATUCK,CT,06770-2812,953885
BIG Y PHARMACY #31,(860) 774-7437,PCY.0001288,"70 WAUREGAN ROAD
CT 06239
(41.793298, -71.884948)",70 WAUREGAN ROAD,DANIELSON,CT,06239,38447
BIG Y PHARMACY #30,(860) 886-1301,PCY.0001975,"224 SALEM TURNPIKE
CT 06360
(41.507436, -72.123584)",224 SALEM TURNPIKE,NORWICH,CT,06360,400245
BIG Y PHARMACY #17,(860) 684-4597,PCY.0002093,"87 W STAFFORD RD
CT 06076-1044
(41.96893, -72.331198)",87 W STAFFORD RD,STAFFORD SPRINGS,CT,06076-1044,472358
BIG Y PHARMACY #109,860-467-9138,PCY.0002377,"7 E HAMPTON RD
CT 06447-1402
(41.630706, -72.460243)",7 E HAMPTON RD # RT 66,MARLBOROUGH,CT,06447-1402,1524433
BIG Y # 84,203-386-1489,PCY.0002103,"355 HAWLEY LN
CT 06614-1514
(41.233693, -73.149639)",355 HAWLEY LN,STRATFORD,CT,06614-1514,488798
BIG Y #59,(860) 489-0246,PCY.0002109,"504 WINSTED RD
CT 06790-2963
(41.826518, -73.112159)",504 WINSTED RD,TORRINGTON,CT,06790-2963,496778
BERNEYS PHARMACY,(203) 562-4447,PCY.0002133,"615 HOWARD AVE
CT 06519-2112
(41.29768, -72.934225)",615 HOWARD AVE,NEW HAVEN,CT,06519-2112,520854
BEACON PRESCRIPTIONS (TERRYVILLE),(860) 585-5158,PCY.0001399,"241 MAIN ST
CT 06786-5910
(41.679212, -73.013308)",241 MAIN ST,TERRYVILLE,CT,06786-5910,38874
BEACON PRESCRIPTIONS #3,(860) 589-5587,PCY.0001016,"25 COLLINS RD
CT 06010-3893
(41.694697, -72.913212)",25 COLLINS RD,BRISTOL,CT,06010-3893,37800
BEACON PRESCRIPTIONS,(860) 583-1006,PCY.0001086,"57 SOUTH ST
CT 06010-6524
(41.667787, -72.945843)",57 SOUTH ST,BRISTOL,CT,06010-6524,38003
BEACON PRESCRIPTIONS,(203) 467-2600,PCY.0000010,"875 FOXON RD
CT 06513-1837
(41.321501, -72.861466)",875 FOXON RD,EAST HAVEN,CT,06513-1837,36881
BEACON PRESCRIPTIONS,(860) 225-6487,PCY.0000332,"543 W MAIN ST
CT 06053-3915
(41.665728, -72.800391)",543 W MAIN ST,NEW BRITAIN,CT,06053-3915,37123
BEACON PRESCRIPTIONS,(860) 628-3972,PCY.0001334,"609 N MAIN ST
CT 06489-2051
(41.616168, -72.873318)",609 N MAIN ST,SOUTHINGTON,CT,06489-2051,38649
BEACON PRESCRIPTIONS,(860) 738-2506,PCY.0001719,"294 MAIN ST
CT 06098-1688
(41.610048, -72.718232)",294 MAIN ST,WINSTED,CT,06098-1688,219174
BEACON PHARMACY LLC,(860) 875-9263,PCY.0000358,"40 W MAIN ST
CT 06066-3501
(41.671198, -72.867945)",40 W MAIN ST,VERNON ROCKVILLE,CT,06066-3501,37130
BEACON MEDICATION SERVICES,(860) 582-4847,PCY.0002195,"25 MELLEN ST
CT 06010-6313
(41.671387, -72.9366)",25 MELLEN ST,BRISTOL,CT,06010-6313,975285
ARROW PRESCRIPTION CENTER #12,(860) 522-9289,PCY.0000347,"500 FARMINGTON AVE
CT 06105-3106
(41.766539, -72.708405)",500 FARMINGTON AVE,HARTFORD,CT,06105-3106,37126
ARROW PRESCRIPTION CENTER #11,8605245304,PCY.0001698,"500 ALBANY AVENUE
CT 06120-2599
(41.777722, -72.685016)",500 ALBANY AVENUE,HARTFORD,CT,06120-2599,360481
APOTHECARY & WELLNESS CENTER,(203) 789-4076,PCY.0002086,"1450 CHAPEL ST
CT 06511-4405
(41.311054, -72.943228)",1450 CHAPEL ST,NEW HAVEN,CT,06511-4405,462999
ANNEX PHARMACY,(203) 287-3127,PCY.0001981,"2380A DIXWELL AVE
CT 06514-1810
(41.376122, -72.915735)",2380A DIXWELL AVE,HAMDEN,CT,06514-1810,402514
ANCHOR HEALTH INITIATIVE CORP,203-903-8308,PCY.0002384,"30 MYANO LANE
CT 06902
(41.049834, -73.564277)","30 MYANO LANE, UNIT 16",STAMFORD,CT,06902,1614439
